pilot,esco_occ_code,isco_code,occupation_title,skill_uri,skill_label,relation_type,skill_type
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/1a3660c2-011c-4e96-9b1d-529afc305428,inspect quality of products,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/2636b3d3-843e-46a9-8b4c-a9d6ca3f5a2d,provide technical documentation,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/328733a7-6d84-420d-a65c-2a8014fadc60,record test data,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/37520413-563e-4d99-a14c-1c6dca3cf833,create manufacturing guidelines,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/5d9e766b-8f17-4e17-bfab-3bb0e0719791,define quality standards,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/6c80c47c-3d08-4356-aa82-46f6ec82c898,advise on manufacturing problems,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/764db027-9063-4468-acb3-c73ecfc76f35,develop manufacturing policies,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,attend to ICT systems quality,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/85e6b82a-8244-45f6-8300-a6b2d62ee748,communicate test results to other departments,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/96ec2d53-4f41-4172-8ef2-70742c4bb540,assess supplier risks,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9,use measurement instruments,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,perform project management,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/d67aaf6e-e3fc-4d47-9694-3fba2dc64ef6,inspect material,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/dd6f8901-b20a-48e9-94ac-b1829dc2cfec,manage manufacturing documentation,optional,skill/competence
A,1321.2.2,1321,Industrial Quality Managers,http://data.europa.eu/esco/skill/f9d70f2a-c3f0-475d-ac55-dc2e2ba856e8,lead inspections,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/2d140a3a-45a6-4248-80dd-b3760ebc9cc6,operations management,essential,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/66db424f-2abe-420d-8e5b-186607266b61,corporate social responsibility,essential,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388,project management,essential,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,essential,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/ddce2912-bc0f-4a47-aa2b-c1de48bc4b44,energy conservation,essential,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/f929c89e-c363-4132-a918-e021d57b307c,supply chain management,essential,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,manage supplies,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4,strive for company growth,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb,manage staff,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/3c03ee71-4a23-448f-b79e-81fd75d27dca,apply change management,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/4cfc7ef6-e251-4c93-bd5e-fd6936dee11c,manage profitability,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/65ca5e3c-940c-46b2-b277-aff394cfdd4c,establish daily priorities,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/69f23426-9279-4fe6-a283-24c2aa4c855d,ensure equipment availability,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/714eebcb-569a-4f1b-b592-28f70b59a9ba,develop staff,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/8b9332c7-2551-4527-9a64-a615713d8b02,evaluate employees,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/9013b46e-5a9b-4929-8918-fcadfdfd37ce,supervise daily information operations,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/953c0b65-537a-42fe-a90b-26cd36c64361,manage logistics,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/c927ec6e-9082-4b22-afd3-0c4e219eaf73,ensure equipment maintenance,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,perform project management,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,build business relationships,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/f14ff4b7-be1e-4b55-b39b-520005f8a97e,liaise with managers,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/f5f5b244-6cea-4fbc-8a50-8f712791bc09,follow company standards,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63,make strategic business decisions,essential,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67,internal risk management policy,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db,manufacturing processes,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/50f5e41d-7ce3-481b-aed7-ee9484545bc4,facilities management in the organisation,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/5c606d18-6404-4047-b235-350f18e11827,contract law,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2,outsourcing strategy,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/79f24a62-7718-46e1-9b41-37be0560a5ca,organisational resilience,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/97b713f0-b9e8-4903-8dee-7e0b4019a1c0,employment law,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,information confidentiality,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/b5c7e0dc-dda3-4790-a7d1-d6d8023b3089,database quality standards,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/c7cc6dc5-d56b-4323-8e5c-47c4022f615f,quality assurance methodologies,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/d433c82e-fa7a-492e-a8fd-eee7b39e4c48,security regulations,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,accounting,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/eff1bb34-b454-4482-8c29-65f820619f3c,insourcing strategy,optional,knowledge
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/0c9da986-721e-4f75-b566-0c6c212a8f60,make investment decisions,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/1ab1449d-5b65-458b-b115-f5283a52da8e,advise on utility consumption,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317,perform risk analysis,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/21fecc8a-392e-49ce-ac26-fb0696ccfead,create project specifications,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae,maintain relationship with customers,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/22902bf9-cc3f-495b-811a-c441e28e23f6,manage project information,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/22b8039c-c890-4610-9228-5527e3b98f12,set quality assurance objectives,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/28d715e3-3e5b-4fb6-8dd2-4be4919c8587,handle customer complaints,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/2d008d5a-b7bd-46f7-bbb1-5d70a0af9c84,control financial resources,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/2db2d9a8-298d-4d1a-a194-d3282e70d6cb,evaluate project plans,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/3aef9d43-157e-4339-9b26-ef1108b12dc4,oversee the facilities services budget,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/3cd35f5d-ce6d-4f14-9a09-53d7a28d834c,maintain relationship with suppliers,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a,provide cost benefit analysis reports,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b,recruit employees,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/4bd6e2ad-bf69-4198-b3ac-3baabd9da46e,support managers,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/4bf0a15a-be84-4560-b64c-9556781a0d60,liaise with government officials,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/56c59e98-f133-48ad-9d01-f357a8e2c218,estimate profitability,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398,oversee quality control,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/5f1d1319-7954-4a9b-90c7-57668e3a0d4b,interpret financial statements,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/5f2efbdf-08a2-49cd-9c06-bd284e4f0fbf,negotiate terms with suppliers,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/75dfe1ee-5935-42ce-b820-697f827825c3,maintain customer service,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/8071881c-d652-46e7-9cf4-e06a7f1e57c7,manage major incidents,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/87de6e49-ca1c-42a4-8751-5ff0b991966b,negotiate with stakeholders,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b,advise on efficiency improvements,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55,write work-related reports,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363,meet deadlines,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/96ec2d53-4f41-4172-8ef2-70742c4bb540,assess supplier risks,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/9e9a4209-c7cf-4f6e-973e-dc2ffadccc74,perform procurement processes,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b,develop business case,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/a9c205ef-365a-4ae4-b905-cb48ba761ff0,impart business plans to collaborators,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/aa238394-8126-4ada-be2f-9dfe065cf314,adhere to organisational guidelines,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/ad28c970-6bc7-4fff-9c01-0f4d67769de3,develop revenue generation strategies,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/b1fd9eda-3d2e-48ef-9c1d-0ba318e3c7e6,supervise work,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/b251544f-7b92-46d5-8e14-97f59ce1c7dc,promote innovative infrastructure design,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562,make data-driven decisions,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/c36b7871-f5ff-481a-a05e-6df005d1b822,promote facilities management services,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/c5a135be-218d-48e6-a422-5225a576dcd8,manage project metrics,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84,manage maintenance operations,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/c881ddd2-9c0e-4743-bd24-36be650493dd,manage several projects,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/cdb66bd3-e356-45a4-888b-6d1f69cd30a7,plan buildings maintenance work,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/d83cba15-8511-4d07-b89a-9fde0d1d8241,perform quality audits,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/dccbdbb8-7266-4fb4-a4cf-29056f102f12,budget for financial needs,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/dd7c9dfd-6e2c-46fd-aefc-369402d0200c,create a financial report,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/e1f5c539-7c93-49ee-917d-a24e0d887686,control of expenses,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/e207163b-7963-4c3e-9494-7a4bb000211b,estimate duration of work,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e,train employees,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/e95058a6-e139-42e7-a470-72038a606649,assess financial viability,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10,align efforts towards business development,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081,manage standard enterprise resource planning system,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/f1155d3f-fbca-4298-a31c-f6955653bacf,shape organisational teams based on competencies,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c,implement corporate governance,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/f41d4cd2-58ed-4ad6-b9c1-a5175c88d392,manage facilities services,optional,skill/competence
A,1321.2.3,1321,operations manager,http://data.europa.eu/esco/skill/f5dd06b8-5d17-4932-9d03-957d0c4f5051,perform resource planning,optional,skill/competence
A,2521.1,2521,database administrator,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,essential,knowledge
A,2521.1,2521,database administrator,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,domain name service,essential,knowledge
A,2521.1,2521,database administrator,http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,system backup best practice,essential,knowledge
A,2521.1,2521,database administrator,http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83,distributed computing,essential,knowledge
A,2521.1,2521,database administrator,http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,essential,knowledge
A,2521.1,2521,database administrator,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,query languages,essential,knowledge
A,2521.1,2521,database administrator,http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools,essential,knowledge
